crime_type,severity,latitude,longitude
High Severity Area,6,28.570574,77.308695
High Severity Area,6,28.586989,77.306612
High Severity Area,6,28.579761,77.315853
High Severity Area,6,28.575775,77.28037
High Severity Area,6,28.572399,77.289187
High Severity Area,4,28.56819,77.307408
High Severity Area,4,28.590213,77.294772
High Severity Area,4,28.573055,77.304916
High Severity Area,4,28.567677,77.320097
High Severity Area,4,28.57645,77.30895
High Severity Area,2,28.575759,77.312294
High Severity Area,2,28.573941,77.302914
High Severity Area,2,28.578799,77.317293
High Severity Area,2,28.576709,77.308108
High Severity Area,2,28.572607,77.311085
High Severity Area,10,28.566048,77.350841
High Severity Area,10,28.534485,77.307827
High Severity Area,10,28.590613,77.352556
High Severity Area,10,28.593055,77.340388
High Severity Area,10,28.596411,77.348066
High Severity Area,8,28.568971,77.390256
High Severity Area,8,28.614489,77.371273
High Severity Area,8,28.601329,77.39387
High Severity Area,8,28.578467,77.383196
High Severity Area,8,28.606466,77.331015
High Severity Area,6,28.550674,77.341577
High Severity Area,6,28.580399,77.375977
High Severity Area,6,28.583774,77.3736
High Severity Area,6,28.580976,77.385288
High Severity Area,6,28.57243,77.338567
High Severity Area,4,28.567282,77.349801
High Severity Area,4,28.56788,77.369495
High Severity Area,4,28.585275,77.369651
High Severity Area,4,28.577854,77.342933
High Severity Area,4,28.575266,77.34389
High Severity Area,2,28.581161,77.362943
High Severity Area,2,28.573008,77.362897
High Severity Area,2,28.581545,77.360453
High Severity Area,2,28.575691,77.364392
High Severity Area,2,28.572531,77.365322
High Severity Area,10,28.555909,77.406589
High Severity Area,10,28.545245,77.407492
High Severity Area,10,28.604162,77.322449
High Severity Area,10,28.590064,77.40227
High Severity Area,10,28.62595,77.337124
High Severity Area,8,28.578411,77.360291
High Severity Area,8,28.578169,77.374105
High Severity Area,8,28.589627,77.391505
High Severity Area,8,28.58211,77.344071
High Severity Area,8,28.597233,77.327763
High Severity Area,6,28.551851,77.337021
High Severity Area,6,28.598155,77.343108
High Severity Area,6,28.608282,77.380278
High Severity Area,6,28.550721,77.373884
High Severity Area,6,28.565458,77.335639
High Severity Area,4,28.591915,77.375774
High Severity Area,4,28.578783,77.380892
High Severity Area,4,28.594653,77.353509
High Severity Area,4,28.594011,77.362679
High Severity Area,4,28.57044,77.359261
High Severity Area,2,28.581096,77.363043
High Severity Area,2,28.589674,77.361365
High Severity Area,2,28.585464,77.353854
High Severity Area,2,28.575,77.361252
High Severity Area,2,28.582757,77.367872
High Severity Area,10,28.52814,77.31595
High Severity Area,10,28.563357,77.364774
High Severity Area,10,28.574935,77.300074
High Severity Area,10,28.543639,77.341967
High Severity Area,10,28.561298,77.331995
High Severity Area,8,28.557768,77.348887
High Severity Area,8,28.532261,77.314811
High Severity Area,8,28.546823,77.364769
High Severity Area,8,28.559809,77.334505
High Severity Area,8,28.530872,77.361523
High Severity Area,6,28.575233,77.33235
High Severity Area,6,28.577223,77.328111
High Severity Area,6,28.577444,77.362755
High Severity Area,6,28.587355,77.333043
High Severity Area,6,28.546486,77.333903
High Severity Area,4,28.56487,77.328751
High Severity Area,4,28.580503,77.3315
High Severity Area,4,28.57752,77.325816
High Severity Area,4,28.551248,77.324746
High Severity Area,4,28.566947,77.341275
High Severity Area,2,28.567502,77.342041
High Severity Area,2,28.557168,77.342356
High Severity Area,2,28.554358,77.338115
High Severity Area,2,28.553881,77.329867
High Severity Area,2,28.556418,77.340472
High Severity Area,10,28.56424,77.333986
High Severity Area,10,28.613786,77.372349
High Severity Area,10,28.581967,77.381828
High Severity Area,10,28.606154,77.407318
High Severity Area,10,28.589376,77.405924
High Severity Area,8,28.536519,77.408007
High Severity Area,8,28.568518,77.400424
High Severity Area,8,28.548593,77.367315
High Severity Area,8,28.541908,77.345808
High Severity Area,8,28.572909,77.390209
High Severity Area,6,28.578862,77.377124
High Severity Area,6,28.574229,77.350637
High Severity Area,6,28.584997,77.377082
High Severity Area,6,28.567649,77.379115
High Severity Area,6,28.566372,77.363937
High Severity Area,4,28.575212,77.374061
High Severity Area,4,28.584311,77.386879
High Severity Area,4,28.589478,77.391709
High Severity Area,4,28.576626,77.385405
High Severity Area,4,28.572272,77.383585
High Severity Area,2,28.576133,77.376894
High Severity Area,2,28.579134,77.384648
High Severity Area,2,28.578813,77.3819
High Severity Area,2,28.57093,77.382132
High Severity Area,2,28.574912,77.368426
High Severity Area,10,28.583275,77.396157
High Severity Area,10,28.569219,77.388362
High Severity Area,10,28.634841,77.346124
High Severity Area,10,28.62324,77.346441
High Severity Area,10,28.621522,77.349219
High Severity Area,8,28.573312,77.41714
High Severity Area,8,28.612077,77.370245
High Severity Area,8,28.567865,77.382212
High Severity Area,8,28.567829,77.356205
High Severity Area,8,28.563886,77.416579
High Severity Area,6,28.59646,77.394006
High Severity Area,6,28.563506,77.378228
High Severity Area,6,28.615246,77.401254
High Severity Area,6,28.583221,77.36357
High Severity Area,6,28.595562,77.390723
High Severity Area,4,28.572976,77.385354
High Severity Area,4,28.609363,77.374519
High Severity Area,4,28.601774,77.364485
High Severity Area,4,28.60597,77.388932
High Severity Area,4,28.587539,77.38215
High Severity Area,2,28.581504,77.377805
High Severity Area,2,28.583454,77.384071
High Severity Area,2,28.598574,77.376759
High Severity Area,2,28.593806,77.387578
High Severity Area,2,28.586107,77.377233
High Severity Area,10,28.612909,77.332333
High Severity Area,10,28.587746,77.310599
High Severity Area,10,28.613964,77.320264
High Severity Area,10,28.557954,77.26179
High Severity Area,10,28.598588,77.274748
High Severity Area,8,28.537052,77.305889
High Severity Area,8,28.544117,77.308357
High Severity Area,8,28.598873,77.314555
High Severity Area,8,28.550865,77.313888
High Severity Area,8,28.531033,77.319279
High Severity Area,6,28.587865,77.26025
High Severity Area,6,28.563022,77.289341
High Severity Area,6,28.536497,77.300998
High Severity Area,6,28.538319,77.297888
High Severity Area,6,28.585777,77.276166
High Severity Area,4,28.546024,77.282559
High Severity Area,4,28.579423,77.282466
High Severity Area,4,28.556875,77.284597
High Severity Area,4,28.556049,77.278754
High Severity Area,4,28.582723,77.282358
High Severity Area,2,28.554712,77.280305
High Severity Area,2,28.566172,77.284948
High Severity Area,2,28.569013,77.287906
High Severity Area,2,28.571131,77.286254
High Severity Area,2,28.570303,77.286409
High Severity Area,10,28.559842,77.07831
High Severity Area,10,28.543671,77.04327
High Severity Area,10,28.530618,77.002769
High Severity Area,10,28.521128,77.040945
High Severity Area,10,28.482127,77.001714
High Severity Area,8,28.49212,77.073837
High Severity Area,8,28.548867,77.062558
High Severity Area,8,28.539157,77.06299
High Severity Area,8,28.500778,77.06569
High Severity Area,8,28.536504,77.061632
High Severity Area,6,28.496042,77.057874
High Severity Area,6,28.508806,77.035951
High Severity Area,6,28.516971,77.026694
High Severity Area,6,28.514115,77.026328
High Severity Area,6,28.488888,77.030889
High Severity Area,4,28.494009,77.050743
High Severity Area,4,28.525822,77.028176
High Severity Area,4,28.500829,77.031304
High Severity Area,4,28.499196,77.052217
High Severity Area,4,28.492992,77.038448
High Severity Area,2,28.507037,77.053037
High Severity Area,2,28.505869,77.043761
High Severity Area,2,28.512443,77.045865
High Severity Area,2,28.51296,77.042406
High Severity Area,2,28.518622,77.046275
High Severity Area,10,28.653248,77.102733
High Severity Area,10,28.628599,77.121489
High Severity Area,10,28.662226,77.140979
High Severity Area,10,28.641087,77.173819
High Severity Area,10,28.591297,77.115671
High Severity Area,8,28.601306,77.170689
High Severity Area,8,28.661316,77.110992
High Severity Area,8,28.636722,77.142205
High Severity Area,8,28.64451,77.135442
High Severity Area,8,28.605589,77.101052
High Severity Area,6,28.64489,77.148282
High Severity Area,6,28.640235,77.11713
High Severity Area,6,28.63988,77.131926
High Severity Area,6,28.643134,77.144418
High Severity Area,6,28.626856,77.107601
High Severity Area,4,28.632863,77.154787
High Severity Area,4,28.608967,77.142588
High Severity Area,4,28.636227,77.121514
High Severity Area,4,28.624397,77.117389
High Severity Area,4,28.617562,77.138597
High Severity Area,2,28.630171,77.135583
High Severity Area,2,28.627394,77.142957
High Severity Area,2,28.627103,77.137209
High Severity Area,2,28.619243,77.143757
High Severity Area,2,28.632018,77.138814
High Severity Area,10,28.490087,77.286482
High Severity Area,10,28.492919,77.283474
High Severity Area,10,28.56711,77.244276
High Severity Area,10,28.491787,77.304726
High Severity Area,10,28.525628,77.322789
High Severity Area,8,28.503021,77.265024
High Severity Area,8,28.510107,77.260674
High Severity Area,8,28.559558,77.28073
High Severity Area,8,28.553038,77.277265
High Severity Area,8,28.565809,77.256358
High Severity Area,6,28.526474,77.282211
High Severity Area,6,28.543868,77.277913
High Severity Area,6,28.532532,77.264866
High Severity Area,6,28.528863,77.320261
High Severity Area,6,28.550047,77.315606
High Severity Area,4,28.51616,77.291755
High Severity Area,4,28.526798,77.30744
High Severity Area,4,28.516752,77.278325
High Severity Area,4,28.527112,77.304279
High Severity Area,4,28.535312,77.285926
High Severity Area,2,28.536662,77.293954
High Severity Area,2,28.535553,77.299619
High Severity Area,2,28.530353,77.296462
High Severity Area,2,28.535632,77.290461
High Severity Area,2,28.539409,77.290542
High Severity Area,10,28.523316,77.286035
High Severity Area,10,28.510245,77.310157
High Severity Area,10,28.528605,77.258394
High Severity Area,10,28.537883,77.328805
High Severity Area,10,28.532918,77.253791
High Severity Area,8,28.462724,77.310173
High Severity Area,8,28.510285,77.270024
High Severity Area,8,28.467191,77.324817
High Severity Area,8,28.507086,77.312525
High Severity Area,8,28.47978,77.269692
High Severity Area,6,28.465124,77.277003
High Severity Area,6,28.487303,77.319647
High Severity Area,6,28.47271,77.299443
High Severity Area,6,28.521043,77.275762
High Severity Area,6,28.519556,77.308913
High Severity Area,4,28.507553,77.304754
High Severity Area,4,28.479254,77.306045
High Severity Area,4,28.492167,77.315416
High Severity Area,4,28.494355,77.313197
High Severity Area,4,28.499923,77.314962
High Severity Area,2,28.491207,77.29477
High Severity Area,2,28.496149,77.296413
High Severity Area,2,28.483719,77.294258
High Severity Area,2,28.500835,77.312966
High Severity Area,2,28.498429,77.29582
High Severity Area,10,28.419717,77.276982
High Severity Area,10,28.459857,77.269427
High Severity Area,10,28.40902,77.337366
High Severity Area,10,28.406411,77.342182
High Severity Area,10,28.384975,77.33449
High Severity Area,8,28.407616,77.304169
High Severity Area,8,28.44232,77.303359
High Severity Area,8,28.423726,77.308819
High Severity Area,8,28.45037,77.341326
High Severity Area,8,28.384275,77.271814
High Severity Area,6,28.442519,77.330526
High Severity Area,6,28.422437,77.337329
High Severity Area,6,28.421657,77.318891
High Severity Area,6,28.39913,77.286814
High Severity Area,6,28.441838,77.303138
High Severity Area,4,28.424562,77.304456
High Severity Area,4,28.425289,77.304276
High Severity Area,4,28.42823,77.302181
High Severity Area,4,28.435851,77.291449
High Severity Area,4,28.431998,77.292991
High Severity Area,2,28.413908,77.316977
High Severity Area,2,28.408402,77.310915
High Severity Area,2,28.424814,77.309717
High Severity Area,2,28.423347,77.316364
High Severity Area,2,28.42072,77.304954
High Severity Area,10,28.491362,77.231312
High Severity Area,10,28.461951,77.184992
High Severity Area,10,28.535505,77.216378
High Severity Area,10,28.518443,77.174014
High Severity Area,10,28.517421,77.133828
High Severity Area,8,28.511955,77.196244
High Severity Area,8,28.51454,77.144062
High Severity Area,8,28.511634,77.220902
High Severity Area,8,28.513313,77.188866
High Severity Area,8,28.508204,77.19358
High Severity Area,6,28.494408,77.194928
High Severity Area,6,28.490338,77.211295
High Severity Area,6,28.511707,77.205066
High Severity Area,6,28.516127,77.183931
High Severity Area,6,28.483585,77.157031
High Severity Area,4,28.517537,77.190241
High Severity Area,4,28.521639,77.18463
High Severity Area,4,28.513456,77.17265
High Severity Area,4,28.506188,77.170525
High Severity Area,4,28.485779,77.190288
High Severity Area,2,28.507002,77.177409
High Severity Area,2,28.497632,77.188742
High Severity Area,2,28.496791,77.173921
High Severity Area,2,28.498502,77.174949
High Severity Area,2,28.495781,77.179121
High Severity Area,10,28.477449,77.190112
High Severity Area,10,28.550258,77.245598
High Severity Area,10,28.49826,77.155648
High Severity Area,10,28.51891,77.20746
High Severity Area,10,28.515597,77.226982
High Severity Area,8,28.50892,77.229454
High Severity Area,8,28.538875,77.215749
High Severity Area,8,28.530609,77.171317
High Severity Area,8,28.51869,77.201979
High Severity Area,8,28.530091,77.165624
High Severity Area,6,28.513543,77.190393
High Severity Area,6,28.493831,77.184919
High Severity Area,6,28.483674,77.189951
High Severity Area,6,28.481141,77.197133
High Severity Area,6,28.495585,77.221897
High Severity Area,4,28.506988,77.213273
High Severity Area,4,28.487871,77.200019
High Severity Area,4,28.496224,77.188376
High Severity Area,4,28.485991,77.200713
High Severity Area,4,28.501002,77.190267
High Severity Area,2,28.493143,77.19373
High Severity Area,2,28.497257,77.20058
High Severity Area,2,28.505753,77.205355
High Severity Area,2,28.504753,77.200512
High Severity Area,2,28.500802,77.190361
High Severity Area,10,28.45791,77.186326
High Severity Area,10,28.463218,77.215543
High Severity Area,10,28.514563,77.205414
High Severity Area,10,28.508956,77.185841
High Severity Area,10,28.51715,77.2125
High Severity Area,8,28.502095,77.203713
High Severity Area,8,28.497058,77.231697
High Severity Area,8,28.479057,77.169821
High Severity Area,8,28.52323,77.192592
High Severity Area,8,28.534149,77.194991
High Severity Area,6,28.516995,77.216258
High Severity Area,6,28.49938,77.189923
High Severity Area,6,28.49605,77.211302
High Severity Area,6,28.531439,77.184905
High Severity Area,6,28.507667,77.19504
High Severity Area,4,28.521756,77.219388
High Severity Area,4,28.487221,77.194969
High Severity Area,4,28.515156,77.191121
High Severity Area,4,28.517409,77.219018
High Severity Area,4,28.516445,77.215988
High Severity Area,2,28.50042,77.19686
High Severity Area,2,28.50472,77.203319
High Severity Area,2,28.502702,77.211084
High Severity Area,2,28.502233,77.20009
High Severity Area,2,28.499523,77.210763
High Severity Area,10,28.674991,77.222771
High Severity Area,10,28.683921,77.182431
High Severity Area,10,28.68696,77.166163
High Severity Area,10,28.694968,77.205326
High Severity Area,10,28.686579,77.220459
High Severity Area,8,28.70235,77.230803
High Severity Area,8,28.676697,77.166859
High Severity Area,8,28.720711,77.182681
High Severity Area,8,28.69031,77.192455
High Severity Area,8,28.705531,77.217584
High Severity Area,6,28.689842,77.171533
High Severity Area,6,28.662535,77.194427
High Severity Area,6,28.707582,77.19026
High Severity Area,6,28.699968,77.167319
High Severity Area,6,28.720452,77.199504
High Severity Area,4,28.70817,77.177191
High Severity Area,4,28.694443,77.204235
High Severity Area,4,28.682814,77.18426
High Severity Area,4,28.708193,77.188791
High Severity Area,4,28.701983,77.213077
High Severity Area,2,28.681402,77.19013
High Severity Area,2,28.700346,77.200368
High Severity Area,2,28.68513,77.191867
High Severity Area,2,28.689737,77.202
High Severity Area,2,28.688572,77.194685
High Severity Area,10,28.522232,77.331021
High Severity Area,10,28.479443,77.282994
High Severity Area,10,28.508521,77.339592
High Severity Area,10,28.549717,77.280051
High Severity Area,10,28.481704,77.319687
High Severity Area,8,28.484574,77.312735
High Severity Area,8,28.473745,77.332311
High Severity Area,8,28.538898,77.323963
High Severity Area,8,28.51947,77.263113
High Severity Area,8,28.501481,77.274057
High Severity Area,6,28.527285,77.292794
High Severity Area,6,28.506891,77.30215
High Severity Area,6,28.473844,77.319516
High Severity Area,6,28.477258,77.295341
High Severity Area,6,28.50206,77.292258
High Severity Area,4,28.513378,77.303306
High Severity Area,4,28.513313,77.303986
High Severity Area,4,28.516877,77.309778
High Severity Area,4,28.487965,77.297394
High Severity Area,4,28.496246,77.30777
High Severity Area,2,28.508304,77.305758
High Severity Area,2,28.504936,77.304959
High Severity Area,2,28.510003,77.30559
High Severity Area,2,28.493905,77.303899
High Severity Area,2,28.503938,77.306074
High Severity Area,10,28.717011,77.310014
High Severity Area,10,28.648777,77.301812
High Severity Area,10,28.709954,77.289608
High Severity Area,10,28.650888,77.289806
High Severity Area,10,28.685328,77.244001
High Severity Area,8,28.70605,77.245642
High Severity Area,8,28.665257,77.239542
High Severity Area,8,28.699921,77.237204
High Severity Area,8,28.696911,77.278
High Severity Area,8,28.704376,77.277852
High Severity Area,6,28.683101,77.280613
High Severity Area,6,28.670548,77.252772
High Severity Area,6,28.69433,77.258671
High Severity Area,6,28.694574,77.294314
High Severity Area,6,28.663243,77.275567
High Severity Area,4,28.660034,77.273072
High Severity Area,4,28.683888,77.256962
High Severity Area,4,28.65608,77.261851
High Severity Area,4,28.685649,77.25074
High Severity Area,4,28.649992,77.251472
High Severity Area,2,28.675119,77.267202
High Severity Area,2,28.677639,77.265938
High Severity Area,2,28.674427,77.27194
High Severity Area,2,28.678698,77.271332
High Severity Area,2,28.675799,77.268071
High Severity Area,10,28.706314,77.26531
High Severity Area,10,28.638774,77.206385
High Severity Area,10,28.671789,77.21374
High Severity Area,10,28.632034,77.224685
High Severity Area,10,28.657521,77.194303
High Severity Area,8,28.693904,77.241057
High Severity Area,8,28.675025,77.186964
High Severity Area,8,28.683283,77.25782
High Severity Area,8,28.663184,77.196292
High Severity Area,8,28.71614,77.255082
High Severity Area,6,28.709505,77.243799
High Severity Area,6,28.672115,77.236793
High Severity Area,6,28.707171,77.244827
High Severity Area,6,28.670178,77.201485
High Severity Area,6,28.684821,77.24577
High Severity Area,4,28.673977,77.207099
High Severity Area,4,28.696132,77.231585
High Severity Area,4,28.688908,77.222998
High Severity Area,4,28.680712,77.211105
High Severity Area,4,28.677866,77.215515
High Severity Area,2,28.682449,77.21198
High Severity Area,2,28.689175,77.221636
High Severity Area,2,28.68213,77.218688
High Severity Area,2,28.677627,77.211507
High Severity Area,2,28.688763,77.225247
High Severity Area,10,28.549419,77.318107
High Severity Area,10,28.517935,77.335989
High Severity Area,10,28.611316,77.245925
High Severity Area,10,28.519723,77.296999
High Severity Area,10,28.606749,77.312359
High Severity Area,8,28.586632,77.277279
High Severity Area,8,28.525743,77.289576
High Severity Area,8,28.591849,77.250935
High Severity Area,8,28.598983,77.273361
High Severity Area,8,28.570892,77.31051
High Severity Area,6,28.576186,77.278057
High Severity Area,6,28.544748,77.274224
High Severity Area,6,28.588354,77.314466
High Severity Area,6,28.53864,77.270277
High Severity Area,6,28.581431,77.290279
High Severity Area,4,28.547643,77.303669
High Severity Area,4,28.564041,77.274017
High Severity Area,4,28.580623,77.288544
High Severity Area,4,28.565489,77.301957
High Severity Area,4,28.550503,77.284814
High Severity Area,2,28.555756,77.296676
High Severity Area,2,28.556274,77.290224
High Severity Area,2,28.568547,77.291735
High Severity Area,2,28.556396,77.28859
High Severity Area,2,28.561154,77.288994
High Severity Area,10,28.46905,77.036686
High Severity Area,10,28.464373,77.015772
High Severity Area,10,28.470155,77.010863
High Severity Area,10,28.455256,77.048637
High Severity Area,10,28.489004,77.031745
High Severity Area,8,28.487873,77.009573
High Severity Area,8,28.448498,76.998081
High Severity Area,8,28.44199,77.013911
High Severity Area,8,28.444415,77.053339
High Severity Area,8,28.419075,76.992597
High Severity Area,6,28.439971,77.026161
High Severity Area,6,28.478513,77.002074
High Severity Area,6,28.446659,77.021554
High Severity Area,6,28.469336,76.990792
High Severity Area,6,28.457192,77.043795
High Severity Area,4,28.441148,77.009199
High Severity Area,4,28.457018,77.027038
High Severity Area,4,28.471008,77.021536
High Severity Area,4,28.461118,77.026276
High Severity Area,4,28.461683,77.034183
High Severity Area,2,28.452873,77.021341
High Severity Area,2,28.448026,77.015347
High Severity Area,2,28.451692,77.018872
High Severity Area,2,28.456672,77.016598
High Severity Area,2,28.451691,77.022337
High Severity Area,10,28.043106,76.967976
High Severity Area,10,28.064985,76.934959
High Severity Area,10,28.074648,76.987064
High Severity Area,10,27.98455,76.967066
High Severity Area,10,28.002219,76.951281
High Severity Area,8,27.993338,76.979161
High Severity Area,8,28.054533,76.920857
High Severity Area,8,27.991236,76.942796
High Severity Area,8,27.992302,76.948632
High Severity Area,8,28.042735,76.945232
High Severity Area,6,28.056956,76.959083
High Severity Area,6,28.038678,76.957531
High Severity Area,6,28.052425,76.964189
High Severity Area,6,28.055877,76.98492
High Severity Area,6,28.033005,76.948927
High Severity Area,4,28.043432,76.946167
High Severity Area,4,28.033023,76.972969
High Severity Area,4,28.009779,76.942162
High Severity Area,4,28.025213,76.964134
High Severity Area,4,28.027729,76.941085
High Severity Area,2,28.02168,76.948409
High Severity Area,2,28.022029,76.966859
High Severity Area,2,28.032363,76.957743
High Severity Area,2,28.02906,76.949017
High Severity Area,2,28.024135,76.962342
High Severity Area,10,28.41169,76.985891
High Severity Area,10,28.425127,76.973031
High Severity Area,10,28.396754,77.008051
High Severity Area,10,28.389166,77.037829
High Severity Area,10,28.46103,76.983633
High Severity Area,8,28.450793,76.957121
High Severity Area,8,28.441955,77.006807
High Severity Area,8,28.431547,77.013628
High Severity Area,8,28.407016,76.967417
High Severity Area,8,28.395589,77.022902
High Severity Area,6,28.397762,77.020194
High Severity Area,6,28.406642,77.00164
High Severity Area,6,28.388547,77.001867
High Severity Area,6,28.433555,76.979981
High Severity Area,6,28.439054,77.020921
High Severity Area,4,28.406793,76.99238
High Severity Area,4,28.402019,76.998774
High Severity Area,4,28.416459,76.99128
High Severity Area,4,28.431454,76.994733
High Severity Area,4,28.42363,77.010307
High Severity Area,2,28.411043,77.000955
High Severity Area,2,28.404257,76.992697
High Severity Area,2,28.404808,76.98555
High Severity Area,2,28.407691,76.992159
High Severity Area,2,28.403857,77.003554
High Severity Area,10,28.613663,77.213242
High Severity Area,10,28.638463,77.168972
High Severity Area,10,28.591302,77.155136
High Severity Area,10,28.581238,77.124928
High Severity Area,10,28.610212,77.170703
High Severity Area,8,28.598389,77.184132
High Severity Area,8,28.614108,77.171132
High Severity Area,8,28.561368,77.129847
High Severity Area,8,28.573337,77.175039
High Severity Area,8,28.592352,77.130722
High Severity Area,6,28.592875,77.187892
High Severity Area,6,28.576145,77.168847
High Severity Area,6,28.622715,77.15065
High Severity Area,6,28.58042,77.175577
High Severity Area,6,28.590935,77.14346
High Severity Area,4,28.593671,77.150811
High Severity Area,4,28.599374,77.156737
High Severity Area,4,28.591586,77.17282
High Severity Area,4,28.608547,77.154182
High Severity Area,4,28.615849,77.185402
High Severity Area,2,28.597581,77.163142
High Severity Area,2,28.605147,77.173291
High Severity Area,2,28.595007,77.165289
High Severity Area,2,28.605563,77.175002
High Severity Area,2,28.602526,77.16191
High Severity Area,10,28.419158,77.089581
High Severity Area,10,28.371051,77.10017
High Severity Area,10,28.389708,77.100293
High Severity Area,10,28.393784,77.087274
High Severity Area,10,28.412791,77.0532
High Severity Area,8,28.436233,77.0656
High Severity Area,8,28.426184,77.027119
High Severity Area,8,28.42829,77.017961
High Severity Area,8,28.414673,77.017599
High Severity Area,8,28.398651,77.072985
High Severity Area,6,28.394977,77.042964
High Severity Area,6,28.425078,77.029481
High Severity Area,6,28.425704,77.069464
High Severity Area,6,28.407567,77.053806
High Severity Area,6,28.401821,77.069645
High Severity Area,4,28.41505,77.069957
High Severity Area,4,28.390652,77.053974
High Severity Area,4,28.410318,77.045441
High Severity Area,4,28.390386,77.05798
High Severity Area,4,28.392806,77.053664
High Severity Area,2,28.40311,77.055899
High Severity Area,2,28.395685,77.057056
High Severity Area,2,28.408516,77.062654
High Severity Area,2,28.406881,77.063502
High Severity Area,2,28.394191,77.050834
High Severity Area,10,28.599262,77.2548
High Severity Area,10,28.637518,77.285829
High Severity Area,10,28.623295,77.258441
High Severity Area,10,28.605541,77.284872
High Severity Area,10,28.665287,77.295151
High Severity Area,8,28.608707,77.294459
High Severity Area,8,28.638987,77.322202
High Severity Area,8,28.641999,77.261434
High Severity Area,8,28.631366,77.252053
High Severity Area,8,28.638805,77.274215
High Severity Area,6,28.619128,77.283792
High Severity Area,6,28.64141,77.312717
High Severity Area,6,28.617641,77.275031
High Severity Area,6,28.60029,77.273408
High Severity Area,6,28.647894,77.299913
High Severity Area,4,28.60957,77.275677
High Severity Area,4,28.613455,77.300914
High Severity Area,4,28.611578,77.283947
High Severity Area,4,28.634457,77.263871
High Severity Area,4,28.607976,77.286149
High Severity Area,2,28.625181,77.282872
High Severity Area,2,28.627025,77.282854
High Severity Area,2,28.625724,77.281944
High Severity Area,2,28.628083,77.281565
High Severity Area,2,28.619009,77.275165
High Severity Area,10,28.416573,77.021968
High Severity Area,10,28.493208,77.030392
High Severity Area,10,28.429997,77.061631
High Severity Area,10,28.440801,77.068713
High Severity Area,10,28.497825,77.074261
High Severity Area,8,28.46174,77.041677
High Severity Area,8,28.469637,77.076234
High Severity Area,8,28.492025,77.088216
High Severity Area,8,28.458388,77.073709
High Severity Area,8,28.462182,77.057795
High Severity Area,6,28.481073,77.090056
High Severity Area,6,28.451331,77.034673
High Severity Area,6,28.489434,77.058988
High Severity Area,6,28.429967,77.087286
High Severity Area,6,28.472793,77.039311
High Severity Area,4,28.445126,77.061943
High Severity Area,4,28.444257,77.065618
High Severity Area,4,28.477638,77.070068
High Severity Area,4,28.440567,77.071896
High Severity Area,4,28.442501,77.073288
High Severity Area,2,28.455064,77.056575
High Severity Area,2,28.459441,77.062098
High Severity Area,2,28.466077,77.059626
High Severity Area,2,28.461351,77.053129
High Severity Area,2,28.468537,77.057208
High Severity Area,10,28.721691,77.123804
High Severity Area,10,28.645855,77.068651
High Severity Area,10,28.6882,77.100864
High Severity Area,10,28.636512,77.105701
High Severity Area,10,28.689401,77.103549
High Severity Area,8,28.659473,77.115213
High Severity Area,8,28.703372,77.060923
High Severity Area,8,28.657397,77.11778
High Severity Area,8,28.688444,77.101299
High Severity Area,8,28.71536,77.132513
High Severity Area,6,28.695205,77.121301
High Severity Area,6,28.664864,77.082973
High Severity Area,6,28.700519,77.089717
High Severity Area,6,28.647935,77.081312
High Severity Area,6,28.671875,77.067078
High Severity Area,4,28.686788,77.075922
High Severity Area,4,28.682453,77.08104
High Severity Area,4,28.674878,77.088825
High Severity Area,4,28.680207,77.089442
High Severity Area,4,28.688338,77.077104
High Severity Area,2,28.669524,77.102912
High Severity Area,2,28.668502,77.095621
High Severity Area,2,28.671937,77.099633
High Severity Area,2,28.675172,77.100385
High Severity Area,2,28.676591,77.087541
High Severity Area,10,28.544296,77.191985
High Severity Area,10,28.633634,77.173359
High Severity Area,10,28.62556,77.137723
High Severity Area,10,28.632082,77.18349
High Severity Area,10,28.617165,77.115939
High Severity Area,8,28.554514,77.139223
High Severity Area,8,28.591618,77.158451
High Severity Area,8,28.564507,77.145518
High Severity Area,8,28.56198,77.147608
High Severity Area,8,28.557215,77.196885
High Severity Area,6,28.588137,77.133026
High Severity Area,6,28.573484,77.185584
High Severity Area,6,28.585526,77.188985
High Severity Area,6,28.571825,77.172472
High Severity Area,6,28.603782,77.178278
High Severity Area,4,28.578305,77.173766
High Severity Area,4,28.599914,77.165689
High Severity Area,4,28.584554,77.160469
High Severity Area,4,28.573909,77.163825
High Severity Area,4,28.589383,77.141538
High Severity Area,2,28.591957,77.166704
High Severity Area,2,28.590226,77.157294
High Severity Area,2,28.591594,77.166254
High Severity Area,2,28.581053,77.161849
High Severity Area,2,28.585833,77.158576
High Severity Area,10,28.648717,77.044271
High Severity Area,10,28.662703,76.993772
High Severity Area,10,28.652596,76.983142
High Severity Area,10,28.595709,77.058764
High Severity Area,10,28.633693,77.004349
High Severity Area,8,28.629099,77.018816
High Severity Area,8,28.604229,77.048862
High Severity Area,8,28.649363,77.065484
High Severity Area,8,28.617609,77.033163
High Severity Area,8,28.611677,77.00854
High Severity Area,6,28.639035,77.044892
High Severity Area,6,28.599115,77.021382
High Severity Area,6,28.634444,77.040036
High Severity Area,6,28.64465,76.998462
High Severity Area,6,28.634202,77.055061
High Severity Area,4,28.63377,77.009647
High Severity Area,4,28.604977,77.035077
High Severity Area,4,28.628017,77.045857
High Severity Area,4,28.637958,77.006416
High Severity Area,4,28.615489,77.036588
High Severity Area,2,28.625074,77.021377
